score,content
1,총체적망겜
5,취향만 맞으면 더할나위 없는게임
5,pc+패드 기준 패키지같아서 좋았음
2,스토리를 밀려면 공장을 헤대고 공장을 업그레이드해서 스토리를 밀었는데 말이 좋아 엔데필드 관리자지 이건 그냥 중소기업 그냥 공장 관리자잖아.
4,bm만 어떻게 좀ㅎㅎ
5,"취향 맞는 사람을 위한 게임 새티스팩토리, 아스트로니어, 팩토리오 등의 공장게임을 순한맛으로 맛보며 서브컬쳐의 맛과 전투도 같이 느끼는 게임 취향이 맞아야 재밌다"
3,공장 시스템은 좀 걱정됐었는데 해보니 재밌음. 전력까는것도 말이 귀찮지 다 깔아두고 맵으로 연결된거 보면 만족감 지림 광석 하나 캐는김에 전력도 이어두고 집라인도 이어두고....스토리 보다가 공장 튜토리얼 했는데 스토리 말고 공장짓기만 수시간째임 하지만 무서운 가챠랑 전투 손맛 애매해서 3점.고치면 5점 가능.
2,"이거만 나오길 기대했지만, 튜토리얼 해보고 그냥 느낌. 별로인거 같다, 나랑 안맞을거 같다. 전투도 그럭저럭에 과금도 맵다고 해서 그냥 삭제엔딩"
5,공장시스템+전투 게임이라 호불호가 갈리는듯 한데 저는 재밌게 하고 있네요
1,"망겜임. 전투도 재미없어, 공장은 재미도 없는데 노가다야, 편의성도 ㅈ구림. 스토리는 그냥 없는 수준이고 씹덕요소도 너무 없음"
5,내가 하기엔 재밌음 그래서 5점을 주긴 줄거임 근데 남한테 추천할수있는 겜이냐? 그건 아님 취향을 진짜 극한으로 탐 취향맞으면 5일동안 50시간 박는겜 되는거고 안맞으면 1시간도 하기싫은 그럼 겜임
3,PC최적하는 좋다고 할 수 있어도 모바일 최적하는 더 필요할 것 같다 오브젝트가 많은 곳 가면 모든 옵션이 제일 낮은 옵션임에도 렉이 너무 심하게 걸리고 컴파일은 기본 화면 품질에 따른 버그가 있어 낮음 이하로 설정하면 컴파일이 되지 않는 버그가 있고 부화 상태가 좋음임에도 불구하고 게임 플레이가 불가능할 정도의 렉이 걸린다
3,일단 이 게임 직장인이나 현생이 바쁜 사람은 남는시간 심심풀이로 할만한 게임은 못됨 할게 엄청 많음 특히 말그대로 공장을 건설해서 일일히 재료들을 만들어야 하는게 각각 재료마다 건설해야 하는 장비가 전부 다름...;;; 그리고 재료를 만들려면 두세개의 재료를 만들어야 하고 그걸 조합해서 만들어야 하고 어쩌구 저쩌구....진짜 복잡함 게임 출시 초기인데 튜토리얼 목록만 수백개 되는거 같음 문제는 그 튜토리얼 한개당 설명이 너무 긺 그거 일일히 읽다 보면 한숨만 나옴... 그래도 이런 건설 시뮬레이션 게임 좋아하는 사람한테는 재밌는 게임이 될거임 이 게임을 절대 원신이나 명조 같은 액션게임으로 생각해서 시작하면 안됨 더 나아가서 단순 서브컬쳐 십덕 게임으로 생각해도 안됨 이건 그냥 십덕탈을 쓴 공장 건설 운영 게임임...ㅋㅋㅋㅋ;;;
5,지들이 공장겜 켜놓고 공장이라 1점은 뭔초식임? 얼척없네
5,그래픽과 최적화가 최대 장점입니다. 다들 공장 시스템을 별로 안좋아하실거 같은데 저도 처음엔 별로였지만 각종 튜토리얼을 익히고 필요한 자원 생산도 계속 하다보니 다른 모바일게임에서 경험할 수 없는 경험을 하니 질리지도 않고 공장 만드는 솜씨도 계속 늘고 보기와 다르게 매우 단순한 구조라 이제 만들고 싶은 자원있으면 외부 청사진 공유 필요없이 순수제작합니다. 스스로 만드는 재미도 있어요. 모바일 컴퓨터 둘다 하는데 아무래도 모바일로는 공장 건설이 루즈하게 느껴지실 수 있을 거 같습니다 컴퓨터는 단축키와 마우스 그리고 큰 화면 덕분에 공장 건설이 쉽고 재밌어요 할 수 있다면 컴퓨터로 하시는 것을 강추 합니다 그래픽도 훨씬 좋거든요
1,맞는 분도 있겠지만 갠적으로는 많이 힘드네요. 하던 거나 해야지 쩝.
5,"구라 안까고 비판하는 애들 절반은 해결할 수 있는 문제를 확인도 안하는 애들임. 스토리와 BM은 문제가 맞고, 개선할 필요성은 있지만 공장 시스템에 대해서 욕하는 건 좀 이상함. 호불호는 이해하지만 출시 전부터 공장겜이라고 강조를 했는데 공장 있다고 욕한다? 그냥 다른 겜 하러가야지ㅇㅇ. 그렇다고 카제나와 같은 2점대 게임은 절대 아니고 초반부 튜토리얼이 너무 호흡이 길어서 고점 못보고 탈주한 애들이 너무 많음. 개선해야될 문제도 뚜렷하고 장점도 있는 복합적인 게임이라서 출시 초 3-4점대 정도라고 생각함. 그리고 유료재화 안준다고 징징거리는 애들은 뭐냐? 퀘스트 깨고 하라는 거 하고, 필드 상자만 먹어도 레바테인 천장에 6성도 여러개 챙길 수 있음. 걍 우편으로 오리지늄 지들 입까지 떠먹여주길 바라는 거임? 걍 게을러터진 심보지."
5,초반부터 마음을 사로잡아주신... 호불호는 갈린다지만 한번쯤은 해볼만하다고 생각해요;; (갠적으론 대체불가 갓겜...)
1,그래픽 : 매우 좋음 스토리 : 긴데 노잼 BM : 호요버스가 선녀로 보임 전투 : 4명 다같이 싸우는건 좋은데 뭔가 난잡함 컨텐츠 : 공장 이거 참 할말이 많은데 이거 개선이 좀 많이 필요해보임 극단적으로 가면 삭제가 맞고 ㅇㅇ 요즘 대중성에 맞지 않음 그리고 설비 범위 지정 등등 편의성이 불편한게 너무 많음 그리고 BM 이렇게 맵게 낼거면 뭐 캐릭터를 뽑으면 공장 스킨을 준다거나 하면 좋을듯 명조도 출시 초기때 민심 안좋다고 개선 많이해서 지금 잘나가는데 이겜도 개선해나가길 바람
1,돌았나 뭔 120초짜리 스킵없는 광고가있냐 ㅋㅋ
5,"PC, 모바일 둘다 최적화 완벽하고 케릭터도 잘뽑히고 좋은데 3DRPG 장르에 공장 시뮬레이션은 다소 복잡하고 생소하게 느껴질 수 있다고 생각해요. 전 개인적으로는 별로인 것 같은데 다른분들은 재밌게 즐기시는 분들도 있겠지만 게임을 하면서 반드시 필요한 컨텐츠인데 차라리 전투시스템과 무관하게 컨텐츠를 분리시켜 놓았으면 좋았을 것 같아요.. 공장 시뮬을 좋아하는 사람도 있을거고 전투만 하고 싶은 사람도 있을텐데 사실상 둘 다 무조건 해야하기 때문에 조금 부담스럽게 받아들일 수 있을거 같아요. 요즘엔 한 게임만 주구장창 하는 사람이 별로없고 모바일게임은 대부분 두세게 이상하는 사람들이 많은 것 같은데 이렇게 하나의 게임에 너무 무거운 컨텐츠들이 필수적으로 들어가있으니 시간도 많이 써야하고 저한테는 조금 버겁게 느껴지네요.."
5,아주 좋음 공업은 조금 번거롭긴 한데 캐릭터 모델링 최고임 그리고 최적화가 아주잘됌 5점박아드림 호불호가 좀 갈릴텐데 어쨋든 난 호임.
1,노잼
1,솔직히 너무 재미없음; 활공 없어 탈것없어 파쿠르 없어 스토리도 별로고 전투도 너무 밍밍하고 지루함 공장건설 솔직히 왜있는지 모르겠음 파밍하는 맛이있서야하는데 그것도 없음 결론 : 노잼
1,첫 가챠에서 남캐 나오면 마음이 꺾여요
1,기동안됨
1,"스토리가 전체적으로 루즈하고 반픈 월드라 답답함이 시간비례로 쌓임 bm창렬에 유저친화적이지 않은 가챠구조,호불호 심한 공장시스템이 주를 차지하며 액션,타격감 전부 부실함"
1,내가 뇌빼고 게임하러 왔지 공장 설치하러 온게 아닌데 거기다가 전선 설치하려면 몹이 방해해서 걍 삭제했음
2,모델링 하나만큼은 기깔남
4,취향 맞으면 시간가는지 모르고 함ㅇㅇ 근데 또 피곤한 면도 있긴 함. 전투나 이동은 더 개선될 여지 있음
2,다른 건 다 호불호의 영역이라고 생각하는데 BM이랑 스토리는 좋다고 하는 사람 못 봤음
1,어렵다.. 직장인은 못해 ㅠ
5,"@전투:무난함, 현재시점 레바테인 기준으로는 재밌음 @공장:쉬운건 아니지만 확실히 쉽고 편하게 만들어서 해보기는 쉬움, 청사진이 있어서 후반도 걱정없고 @스토리:솔직히 맛있지는 않음, 그런데 쌀먹 모션없고 퀄리티가 좋아 기대는됨. 스토리만 좋아지면 최고가 될거임. @퀄리티 및 최적화:그냥 최강임 @단점:벽 타기 및 파쿠르 불가로 인해 작은 벽을 못넘어 귀찮게 돌아가는 것, 이동 포인트가 부족한 것 솔직히 BM이 뭐네 전투다 재미없네, 공장이 어렵네, 하지만 전부 맞는말임 BM은 돌파만 안 하면 나쁘지는 않음 전투는 재밌는 캐릭과 재미없는 캐릭이 나뉘어져 있고. 공장도 많이 쉬워졌으나 절대 쉬운편은 아님 하지만 난 너무 쟈밌어서 5일동안 최소 14시간은 엔필 하는듯 결론:엔필은 재미와 노잼이 공존하나 취향에 맞는순간 명방처럼 빠져나갈 수 없는 게임이다. 희망하는 것:명방 처럼 주 광산 나오기,멀티 플레이 컨텐츠,스타레일 마냥 적들 체력 인플에 안 일으키기,스타레일 처럼 쌀먹 안하기"
1,사실..필드 탐험도 스토리 밀기도 힘들고 시간도 부족에 캐릭도 키워야 하는데 여기에 공장? 그 시스템 까지 해결하고..하나하나 배우고 사용하기에는 너무 벅차고 이해도 잘 안되요.. 그렇다고 안하기에도 이 시스템 자체가 주 컨텐츠라서..너무 이해하기 힘드네요..
1,이딴게 전투가 메인이라고?
1,너무비싸...
1,스토리 재미없고 출시해서 주는 혜택이 너무 적고 bm이 맵네요. 다른 서브컬쳐게임에 비해 후발주자로서 게임성은 낮고 bm은 매우니 해야할 필요성을 못느끼는 게임
1,모델링은 좋지만 지루한 튜토리얼 불편한 인터페이스 직관적이지 않은 공장 시스템 BM 개선 등등 불편한 점이 많습니다
1,"스토리 퍼먹는거 좋아하는 사람들은 절대 하지마셈 다른 서브컬쳐 게임들도 초반은 어느정도 늘어지거나 진부하고 지루한 것들 많은데 여긴 그게 너무 심함 건설이 주력인건 알겠는데 그걸 설명하려고 스토리 안에서 풀어주는 ""튜토리얼""이 고봉밥임 분명히 내가 스토리를 즐기려고 진행하고 있는데 진척되는건 없고 배울것만 ""과하게"" 많은 파트가 존재한다는 말임 거기다가 스토리조차 출시 초기인거 감안해도 재미가 없음 이건 취향 문제니까 깊게 말은 못 하겠지만 난 개인적으로 흥미롭거나 몰입될만한 스토리는 아니라고 생각함 그리고 전투는 과하게 복잡함 사실 난 복잡한걸 넘어서 조잡하다고 느껴지는 부분도 있었는데 이것도 취향을 탈수 있으니 직접 해보거나 영상으로 보는걸 추천 또한 조금 열받는 점은 나는 게임을 주로 패드로 하는 편인데 진동은 맛있게 잘 살려놓고 키 커스텀을 막아놨음 키보드는 어떤지 몰라도 패드는 일단 막혀있어서 좀 꼴받음 건설 컨텐츠는 개인적으로 준수하게 잘 만들었다고 생각함 차라리 팰월드ㄱ"
5,개인적으로 너무 재밌게하고있는데 평점 낮아서 놀람.
1,노잼
1,그냥 요스타는 믿고 거르셈
4,"개선할정도가 좀 있으나 타게임 1.0에 비해 최고 수준이다. 하지만 튜토리얼 스킵, 전투 직관성, 스토리의 흐름들이 좋지는 않다 하지만 수정가능하기에 좋은 게임인거같다."
4,게임 너무 재밌게 잘 만들었음. 전투가 기존에 있던 오픈월드 게임중에서 제일 타격감있고 연계스킬 같은 개념 때문에 조합 맞추는 재미도 있음. 최적화도 잘 되서 핸드폰으로도 충분히 돌아감. 단지 공장 시스템을 더 많이 구축하면 할 수록 프레임드랍이 심해지긴함. 공장 컨텐츠 숙제같다고 싫어하는 사람들도 많은데 왜 그러는지 이해가 안됨. 하기 싫으면 남들이 해놓은 청사진 복사 붙여넣기 하기만 하면 되서 부담될거 하나도 없음.(나는 3시간씩 공장 라인만 만지면서 흐뭇해하는 중) 근데 4점인건 뽑기 재화 수급이 잘 안됨. 보석같은게 있는데 그거 하나에 뽑기 재화 75개로 전환해주는 느낌. 10연차에 5000인걸 감안하면 많이 줘야 되는데 스토리 임무 깰때마다 약 3~4개 정도 밖에 안줌. 앞으로 이벤트 많이 하면서 재화를 더 줘야될 필요가 있음. 뽑기 재화만 빼면 옆집 게임 대신 이걸해야 되는 이유는 충분한듯.
4,어찌보면 편한 게임이고 다르게 보면 빡시고 전투 별로고 현질유도 심한게임
5,출시이후로 맨날 새벽까지 하고있어요. 리뷰에 나온 비판점은 모두 맞는말이지만 그걸 넘는 재미? 중독이 있습니다
2,강공격에서 이어지는 기술들이 한두개가아닌데 5번째타격의 마지막에만 강공격이 발동되는건 너무불편함..대쉬에끊기고 경직에끊기고 왜 일반공격과 강공격을 구분안해둔건지 모르겠네요 명일방주 라는 ip를 인질로잡은 무언가라는 생각만 듭니다
1,"지형에 공장을 건설하고 물건들을 생산하여 가챠로 뽑은 캐릭터에게 장비나, 버프템들을 만들어내는 오픈필드게임. 여러 패키지게임에서 핵심요소 시스템을 많이 채용했다. 특히 데스스트랜딩의 간판을 다시 보는건 제법 반가웠다. 이 게임에서 자기만의 오리지날리티가 있는 요소라면 특이하게 꼬아놓은 BM이 대표적일텐데 유저들로 하여금 환각적요소를 심어주어 어느정도의 과금이 필요할지 직관적으로 판단할 수 없게 설계하였다. 전작에서도 내가 해본 폰게임중 최악급이라고 생각했던 단점인 스토리는 그 오랜세월이 지났음에도 역시나 개선없는 모습에 정말 실망스러웠다. 전투시스템을 지켜만 보는 입장에선 제법 화려하게 느껴지나 내가 직접 조작하게 되는순간 어떤상황인지 분간이 가지 않아 제법 불편했다. 특히 패드환경으로는 조작까지 힘들어 괴로웠다. 마지막으로 너무 많은 튜토리얼이 기억도 못할정도로 투하되기에 초반부가 경쾌하다기 보다는 굉장히 버겁다는 인상이 들었다. 게임의 전반적인 대 수술이 필요해보인다."
1,기본적인 체제는 갖추고 공장설계를 하게해야지 뭐 밑도끝도없이 아무것도 없는체로 하나하나 해야하고 또 계속해나가야하는게 너무큰 벽처럼 느껴져서 거부감이 크게 드네요
4,재미는 있음 근대 단점을 욕하는사람들도 이해는가는 상황이라
1,최적화만 좋음
5,공장조아 공장 시러하는사람은 안 맞음ㅇㅈ 평점 내려가니 나라도 올려줘야지 중요한건 펠리카는 귀엽다는거임
5,개인적으로 할거 없을때 하기 굉장히 재밌는 게임
1,개노잼
5,"집중해서 하면 재밌을꺼 같은데 반면 하루 몇시간, 매일매일 접속 못하면 시스템적으로나 개인적으로나 못따라가겠네요. 스토리도 거의 이해가 안되고 다른부분은 전혀... 4일? 동안 기지 되찾고 극초반부라 방치나 자동사냥 같은것도 있는지 없는지도 모르겠고 라이트 유져거나 일상이 바쁜 사람은...이게임을 빡세게 즐기겠다는 마음가짐이 없으면 진입장벽이 높을꺼 같습니다.물론 게임은 잘 만든거 같아요.개인적인 이유로 하차하겠습니다."
1,원신 명조처럼 돈벌고 싶으면 천장부터 똑바로 정돈하고 살생각도 없는 무기값까지 같이내는 이상한 BM 똑바로 고치고 무엇보다 아무리 그딴식이어도 게임이 재미라도 있으면 모르겠는데 이게임 스토리는 해묘 본인이 쓴게 분명함 직원이 이따구로 썼으면 진작 해고당했을거임 무슨 양산형게임 서브퀘같은걸 메인퀘라고 배치해놔서 뭐 하고싶지도 않은 억지컨텐츠 시키고 그냥 이게임에 마음에 드는점이 하나도 없음
4,"일단 내 개인적으로 생각하기엔 평점이 1점은 절대아니라 봄 일단 게임이 아직 오픈초이기 때문에 앞으로 발전할 가능성이 무궁무진함 그리고 게임 비주얼이나 최적화를 봤을때 진심 이만한 게임 몇 못봄 물론 단점이 현재로선 꽤 존재하지만 앞으로 고쳐나갈거라고 갠적으로 생각 시스템 호불호 갈리는건 어쩔수없다 생각하지만 그렇다고 1점박고 노잼 박아버리는건 아니라봄 1줄요약: 조금만 기다려보자, 아직 신입이니까 너무 욕하진 말고 칭찬 좀 해줘..."
1,무릉까지 다깨고 47렙이 내리는 평가. 엄청 잘만든거랑 재미있는거랑은 다르다는생각이 매우 강하게 드는게임
1,고유명사가 심하고 전투도 밋밋함
1,너무 끔찍한 유저 적대적 BM과 압도적으로 재미없는 스토리 그리고 엄청난 전선연결 및 공장 노가다까지 무릉가면 재밌다구요? 님 많이 하세요 캐릭터 모델링 하나는 GOAT 맞음 ㅇㅇ
1,전투가 진짜 더럽게 오래걸리고 노잼임 그리고 스토리는 최악 진짜 어떻게 이따구로 노잼이지? 너무 노잼이라 세계관에 관심도 없음
1,허위광고
5,공장 짓는것도 재밌고 게임이 내 취향이라서 오래할듯. 근데 제발 편의성 패치는 바로바로 해주라.. 초반에 설문 여러번하더만. 다른게임들도 초반엔 다 불편한거 감안하면 아직은 참을만하다..
5,"모델링 최고,맵 밀도 최고,컨텐츠량 최고,오픈 날부터 아주 잘 줄기고 있습니다."
5,"재미있다. 월드가 세심하게 구성했고 짜임새 있다. 공장 컨텐츠를 서브컬쳐에 녹여내는 아이디어는 훌륭하고 참신했고, 하나의 성취감을 준다. 특별히 개선해야할점이라면 스토리다. 4번협곡 초중반 스토리는 반복의 느낌이 강하다. 반면 무릉, 레바테인과 울프가드 스토리의 경우 흥미가 갔다. 컨텐츠가 많다는걸 욕하는 리뷰가 있던데, 근래 봤던 리뷰중에 제일 어이없다."
4,"개인적으로는 재미있는데, 초반부 지루한거는 인정"
5,공장도 하나의 매력이라고 생각해서 그렇게 싫어할 이유가 있을까 했지만 무릉오면서 생각이 달라짐 각 지역마다 공장을 새로지어야하면 충분히 공장겜이라는 소릴 들어도 마땅치않음 심지어 쉬운것도아니고 청사진을 쓴다해도 그렇게 간단하지 않음 오픈월드를 즐기고 싶은사람들에게는 힘든 진입장벽임 나는 공장만드는거 좋아해서 5점을 남기지만 다른사람 기준에서는 2점도 나올수있는 평가임
2,"공장을 좋아하는 사람에게도 애매모호, 액션을 좋아하는 사람에게도 애매모호 공장을 하고 싶어서 시작했는데 메인 퀘스트를 안 하면 맵과 진행이 안 열리고.. 전투를 무조건 해야하는 게 오히려 문제였던 거 같음 한 쪽에 치중된 플레이를 만들 수는 없었나. 두 가지 전부를 하려니 너무 힘듦"
5,오픈월드 씹덕 rpg인척하는 공장만들기 게임 모바일게임보다 콘솔게임 좋아하는 사람들한테 더 취향에 맞을듯
3,"발열, 렉이 너무 심해요..설정을 최하로 낮춰도 이정도면 어떻게 모바일로 게임을 하나요.."
1,원신으로 유명한 기존 BM보다 더 분명하게 정가 매기고 캐릭터 팔려고 해서 해묘가 정해둔 1캐릭 가격이면 왠만한 공장겜 4개는 사는데 이래도 씹덕 가챠겜 안팔아? 전작에 수많은 불편함이랑 오류들 다 의도된 아방가르드라고 하던게 자기 비꼬는 거 라는걸 아직도 몰랐나봐요?
1,다른 게임은 보통 운영문제로 평점 박는데 얘는 순수 노잼 이슈로 평점 박는 게 대단함
1,순수 게임성이 낮음. 게임계의 쵸비
1,자 모두 외우셈. BM이 복잡하면 대부분 창렬임. 그건 엔필도 적용됨.
4,"- 호불호가 굉장히 갈릴 게임. - 초?반(십수 시간 넘게...)을 버티면 그래도 할만해 지는 것 같기도 한데 그 초반을 버티는 게 쉽지 않을 듯. - BM은 올캐릭 명함전무 하는 사람들에겐 나름 할만할 구조 같지만 월정액패스나 핵과금러한텐 효율이 떨어지거나 매운 느낌. 그럼에도 불구하고 직관적이지 않고 조건부들이 많아 불쾌함이 느껴질 수 있음 - 그래픽과 음악, 최적화는 진짜 어떻게 한 건지 궁금함. - 전투는 현상황 기준 어떤 캐릭을 쓰느냐에 따라 체감이 매우매우 다름."
5,아방가르드 그자체
5,"초반 협곡 스토리 자체가 엔드필드 현재 세계관에 관한 거대한 튜토리얼임. 이게 너무 길고 재미없어서 폐사하는 뉴비 많음, 그리고 공장 돌리는게 안맞아서 폐사함. 청사진이 있지만 이건 공장 시스템을 이해한 사람들을 딸깍으로 편하게 해주기 위한거임. 아무리 청사진 공유받아서 사용해도 중간에 고장나면 어디가 잘못됐는지 알아야하기 때문. 2장 무릉부터가 스토리도 재미있고 진짜 시작한 느낌임. 개인적으로 공장겜도 좋아하고 서브컬쳐도 좋아해서 취향저격임"
1,"1부 스토리가 너무 재미없습니다, 오픈초인데도 재화가 너무 짭니다, 소과금에겐 BM이 불리합니다, 공장 시스템 너무 헤비합니다"
2,"장점 : 그래픽, 최적화, 더빙 이게 끝.. 단점 : 공장, 스토리 지루, 전선깔기, 과금. 캐릭터(공룡, 배불뚝이 판다... )"
1,안그래도 공장 짓는 게임이라 그런지 ui가 엄청 많은데 구분이 잘 안갑니다. 그리고 1장 튜토리얼에 기본적인 공장 가이드를 알려주려고 신경 쓴 것 처럼 보이지만 먼가 좀 더 재밌고 쉽게 알려주면 좋을 것 같네요. 그리고 제일 불편한 점은 쓸데 없이 게임에 현실성을 부여하려고 굳이 전기를 공급하려고 전선을 까는 행위나 출입포드를 맞추면서 연결시키는 것이나 너무 각박하네요
1,"BM이 너무 복잡하고, 비싸고, 사료량이 너무 적어요"
5,잼씀 씹덕 콘솔겜 하는거 같음. 분량 많고 템포가 느림.
5,재미있긴한데 처음 공장 튜토리얼이 오래걸리고 리세도 오래 걸려서 호불호 많이 갈리네 전 재밌게하고있습니다
3,공장라인 세워 필드 관리하는 게임이고 캐릭은 이쁘지만 딱히 뽑고 싶은 캐릭 없음 스토리는 도입부가 굉장히 훌륭함
5,전투는 폰으로 할 땐 별로였는데 패드로 하니까 꽤 재밌네요. 공장겜은 첨 해보는데 그리 어렵지도 않고 재밌어요. bm 좀 비싸긴 한데... 그것만 빼면 너무 취향맞고 잘만든 게임인 듯 합니다.
5,공장어려우신 분들은 커뮤니티에서 청사진 공유 받아서 하세요.......
5,재밌음
1,게임은 호불호로 넘길 수 있는데 bm 은 복잡하게 만들어서 싼것처럼 보이게 하면서 매몰시켜 과금 유도 하려는 걸로 보여서 기분이 나쁨
5,시간순삭겜
1,게임을하는건지 애니메이션 을보는건지... 겜도집중 안되고 스킵이라도 있었다면.
5,"왜 평점이 낮은지 이해가 되지 않는 게임입니다. 남과의 경쟁이 주된 게임이 아니기에 차분하게 본인 생활 패턴에 맞춰서 천천히 즐겨도 충분히 매력있는 게임입니다. 6성 캐릭터도 게임에 필수 요소는 아니기에 무과금, 과금도 충분히 재밌게 즐길 수 있는 게임입니다."
3,"PC 버전 플레이 후 개인적으로 생각하는 장점은 공장 시스템, 오픈 월드, 독특한 모델링, 최적화 등등을 장점으로 뽑고 싶지만 단점으로 생각하는 점은 BM과 가챠 방식과 배너 기간, 2단 점프나 벽타기가 없어서 생각보다 편한 듯 불편한 조작감메인 미션을 깨는 데에 너무 많이 배치된 몹과 전투를 뽑고 싶다. 추가로 나와 달리 스토리를 중요시하게 여기는 사람에겐 스토리도 단점으로 뽑힐 것 같다만 다른 게임인 명조에서 망했다가 떠오른 선례도 있기에 충분히 미래는 있다고 생각함. 하지만 오픈월드 게임이라 하니 우선 맵과 일부 이동 수단을 우선적으로 고려하여 기초를 다시 다지는 것이 좋을 듯. 추천하는 사람은 캐릭 수집엔 큰 욕심은 없지만 공장을 좋아하거나 공장을 지으면서도 다른 게임을 즐기고 싶어하는 사람, 추천하지 않는 사람은 공장을 싫어하거나, 캐릭 수집에 미치거나, 오픈 월드의 방대한 맵이나 스토리를 중요시 하는 사람. 개인적으로 나에겐 딱 맞는 게임이긴 하나, 부족한 점이 있어 3점"
5,이전 명일방주처럼 개성있는 게임성으로 만족도 높음. 다소 부족하거나 어려운 부분도 있지만 차후 업데이트 기대중
2,"관리자 레벨 33까지 했는데, 이것저것 다 하고 싶어서 재료를 넣다보니 맛이 이상해진 요리같은 게임이라는 결론에 도달함. 전투도 공장도 스토리도 서브컬쳐풍도 BM도 다 나사가 어딘가 빠져있다 아예 재미없다는건 아닌데, 엔드필드는 흔히 메인게임이라 불리는 플레이타임을 요구하는 게임이라 결국 '엔드필드여야만 하는가?' 라는 질문에선 냉정히 아니오 라고밖에 못하겠다"
5,재밌네요
5,취향에 맞는듯
1,이 게임 누가 하냐. 전투도 재미없는데. 명조나 해라
1,"게임인지 죽노동인지 전투는 노잼에 가차시스템도 창렬임, 최적화랑 컴퓨터로 플레이시 그래픽은 좋은편"
1,요즘 오토 없는 게임 누가함..? 백수 유튜버들이나 수동게임 좋다고하지 직장인들은 수동 게임 안함.. 그리고 게임하는데 대가리 쓰는 요소는 좀 넣지마라.. 뇌 빼고 하는게 게임이지.. 요즘 시대에 게임으로 지능개발할까...
3,게임이 끊겨요 재가 s22 사용 하는데 재폰이 않좋아서 그런가요
2,글쎄 내가 이걸 계속 할 거 같진 않다... 스토리도 현실적으로 흘러가서 좋긴 한데 걍 기본적으로 스토리가 재미없음 시스템 복잡하고
5,난 재밌고 오래할거임
1,게임이 아니라 일하는 느낌.. 공장을 지으라고 할게 아니라 적에게 점령당한 시설을 탈환한다는 식으로 접근했어야..
5,개인적으로 여태까지 해본 오픈월드중에 필드탐색 제일 재밌었음 분명 혼자 돌아다니는데 다른 유저들이 설치해둔거 따라서 오리렌도 먹고 적들도 조심하고 귀여운 것도 많아서 필드 돌아다니는게 재밌더라 많은 사람들이 공장을 어려워하는데 그냥 청사진 복붙하면 전혀 신경쓸 필요 없이 장비만 계속 찍어내면 됨 다른 오픈월드와 다르게 벽타기가 없는데 이건 개발사측에서 벽타기 없이도 웬만한 구조물들 다 올라갈 수 있게 해줘서 불편함 전혀 못 느꼈고 오히려 점프로만 올라가다보니 더 재밌었음
3,전투는 그렇다치더라도.. 공장시스템 청사진도 있다지만 아이템 단순화 해줬으면 하는데 BM도 기존 명일방주에 비해 별로인듯? 모바일 조작감도 그닥 좋지않음
1,안그래두 할게 많은데 공장까지 돌리는건 머리가 아프네요 딴 오픈월드겜 해본 유저로서 이게임은 모든방면에서 비추천입니다
1,창렬
5,전선길이만 좀 늘려주세요
5,폰으로 비디오게임을하다니
1,"악의적인 BM 언뜻보면 캐릭뽑 돌리면 전무뽑도 공짜네? 30뽑하면 10차 더 주네? 싶지만 사실상 1뽑에 무뽑 가격이 포함된 500돌이라는 비싼 정찰제와 120천장 이월X, 신규 지역을 여러개 파먹는 오픈 버전임에도 턱없이 부족한 재화와 2주씩 3픽업 강행, 다음 버전부터 유저층의 대다수인 월패스 유저는 손가락만 빨다 접을듯"
1,수르트 인질잡고 공장취직하는겜
2,"공장 파트를 중심으로 한 재미는 확실히 있지만 스토리(협곡)와 전투 타격감은 실망스러움. 특히 스킬 게이지가 충전될 때까지 평타만 반복해야 하는 메커니즘이 가장 지루하게 느껴짐 UI 또한 독창성은 있으나 가독성이 떨어져 불편함. bm부분은 여태까지 했던 게임들중 최악이라고 생각함 스토리 외의 부분은 수정이 가능하겠지만, 그때까지 유저 이탈을 막을 수 있을지는 모르겠음"
1,잉 어려웡 잉 어려웡 잉 어려웡
5,내 기대 그대로
1,너무개적화인데 옵션 다 낮춰도 발열 + 버벅임
1,BM 개선해라
5,재밋어요
5,평은 안좋은거 같은데 모르겠고 난 재밌음
1,튜토 3시간 넘게 참고 했는데 6성캐 틀니새끼 줘서 바로 삭제
3,리세런을 막기위한 조치였겠지만 프롤로그가 너무 길어서 중간부터 원신 했었을때의 그 피로감만이 자꾸 떠오르고 공장도 제법 귀찮습니다 팩토리오 좋아하시는 분들은 재미좀 볼수 있겠지만 엔드필드 전에 유사한 피로감을 유발했던 게임들이 많았기에 게임자체가 그리 나쁘지 않음에도 손이 잘 가질않네요
3,오픈월드? X 탐험 요소? X 최적화? X 한전 시뮬레이터? O
5,재밌는데 특정세력이 평가를 조작합니다
1,호불호 걸림
1,튜토끝내고 남캐떠서 삭제함 ㅋㅋㅋ 남캐 뜨는거 너무 불쾌하네
1,해묘야 정신차리고 BM 설계 다시해라.. 난 솔까 으ㅗ요버스 이상으로 창렬하게 낼줄은 몰랐어..
1,흠..그냥 명조하는게 더 재밌을거 같네요
5,적성에 맞으면 아주 재밌는겜 전 좋아요
5,재미는 있긴한데 공장 시스템이랑 드릴 추가 설치 등 개편해주세요
5,아오 오픈에 항상 유저들 이러는거 뻔했고 니들은 하지 마셈~ 나중에 절대 복귀하지 말고
