score,content
5,"모바겜 게임 트랜드와 전혀 다르고 헤비한 콘솔게임에 가까운 설계 심지어 서브컬쳐인데 캐릭 팔이는 크지 않음 걍노답 설계 하지만 이런걸 시도한 거에 평가를 높게 주고, 향후 패치를 하면 개선할 여지가 많이 보임"
1,공장게임에 오픈월드를 넣은 반픈월드
1,캐릭터 이쁘고 퀄리티 좋은데 그좋은걸 다 공장시스템이 다 망치고있다는 생각이 들어요 예를 들면 카제나랑 비교하면 그게임은 망했는데 어째든 캐릭만 좋으면 스테이지 미는데 이건 캐릭이 좋아도 공장 퀘스트 못깨면 막히니까 누가 합니까 그리고 공장 너무 재미가 없음
1,가볍게 즐기기를 원하면 비추
4,"게임 자체는 잘만든거 같음, 다만 뉴비가 접하기에는 진입장벽이 매우 높은거같음 스토리밀고 공장개발을 해야하는데 그 시간이 거의 10시간? 가량은 박아야 하는거 같음 게임을 플레이 할거면 모바일보다는 그냥 pc로 해서 하는게 더 즐기기 좋은거 같다는 생각이 듭니다"
1,bm개선 좀요
5,점차 나아질거라고 봅니다.. 모든 겜이 초반부터 완벽할 순 없으니 저는 기대보단 만족합니다.
2,전투는 재미가 없고 공장은 머리아프고 피곤하기만함 내가 겜하러 온건지 전기줄 공사하러 온건지 모르겠음 다른 컨텐츠도 별로고 스토리도 별로임 가챠 10뽑에 5000개 들어가는데 수급처는 뒤지게 적음 여러가지로 피곤하기만 게임 그래도 그래픽이랑 최적화 캐디는 잘 뽑았음
1,전작 오래한 입장에선 상당히 아쉬움
1,"거의 90년대 jrpg 수준의 월드 상호작용, 그에 반해 기괴할 정도의 공장컨텐츠 호불호 갈리는거 감안해도 전작 팬 입장에서는 잘 즐기고 있는데 호요버스 겜 수준으로 떨어진 bm은 용서가 안되는듯"
2,"전투 평범, 오픈월드 아님, 과금러만 가능한 게임"
2,프롤로그 보스전투에서 쎄함 감지하고 딱 1시간 하다 꺼버렸음. 공장 나오지도 않았는데 벌써 스토리 전투 둘다 재미없어서 도저히 못함.
5,너무 재밌어요 시간가는줄 모르겠습니다
2,게임에 비해 지나치게 비싼 bm
1,"아 진짜 팬더 만들지 말라고 경제도 어려운시국에 왜 동물, 남캐이런거만드냐 예쁜애들보면서 치유하고싶다고ㅡㅡ"
1,전선세이비어
5,전투도 재밌고 캐릭터들도 다 예뻐서 좋습니다! 서브컬쳐 게임 좋아하시는 분들은 이 게임 추천합니다👍 그런데 아쉬운 점은 공장 만드는게 좀 이해가 잘 안되고 어려워서 그것만 좀 개선해주시면 좋을것같습니다.. 그리고 공업지역이 제 취향이 아니라서 쪼금 아쉽긴합니다~(취향차이) 그런데 퀄리티도 좋고 최적화가 잘돼서 꽤 오래 할것같습니다
1,게임성도 좋고 캐릭터 디자인도 너무 이쁜데ㅠㅠㅠ 계속 튕겨요ㅠㅠㅠㅠㅠㅜㅠ 왜 자꾸 튕기냐고ㅠㅠㅠㅠㅠㅠㅠ 겜 최신버전이 아니라고 삭제했다 깔라길래 한 3번은 삭제했다 깔았는데도 안돼ㅠㅠㅠ
3,내가 현실도 공돌인데 여기서도 공돌이 해야긋냐.. 여튼 그거빼곤 캐릭터디자인은 ㄹㅇ 고티 나머지 시스템이 머리 깨질거같음.
5,볼륨이 미친듯이 방대함 처음 시작 맵 자체가 튜토리얼임 진짜 얼탱이없음 혹시나 나는 스킵충이다? 엄청 고생할거임 아마도 꼬접할 확률이 굉장히 높음 설명 다 보고해도 UI가 워낙 많아서 헷갈리고 헤매기 딱좋고 하물며 전투조차도 스킬 안읽어보고 조합 ㅈ대로짜고 연계기도 막 누르면 평타만 붕쯔붕쯔하고 개같이 약하고 몹도 못잡게될거임 그러면 자연스레 전투 노잼소리 나옴 뭔가 게임 자체가 톱니바퀴들이 맞물리면서 다 돌아가야 착착 굴러가는 구조임 전투나 공장이나 일단 시작해서 공장 꾸리고 굴리는 재미 못느끼겠고 싫다? 그냥 드랍하셈 이게임 생각보다 공장비중 개높고 개재밌음 공장 안맞으면 접으셈 ㅇㅇ
1,스토리가 너무 노잼에다 억지로 퍼먹이는 공장콘텐츠 너무 귀찮음
5,호불호가 많이들 갈리네요 저는 대만족입니다 애초에 명일방주 하던 사람들은 알겠지만 하이퍼그리프 게임 자체가 명함만 있어도 쓰는데 아무 문제가 없어서 다른게임들처럼 여러번 뽑아 성능 올려줘야 하는 시스템이 아니기 때문에 명함 획득이 타게임보다 힘든편인겁니다 전 무과금으로 잘만 즐기고 있는데 무슨 돈이 그렇게 들어간다는건지 이해를 못하겠네요
5,책임지세요 주말에 시작했는데 20시간은 한거같네요... 내 주말 돌려줘요 ㅠㅠ 너무 재밌당...
1,피로도가 높은 게임
1,재미가 없어요
5,다인모드만 있으면 좋겠어요
5,호불호가 갈리는 부분이 있긴하지만 수려한 아트와 최적화가 일품. 공장컨텐츠도 나름 재밌어 할사람은 시간 삭제되는 요소
5,재밌당ㅎㅎ
1,하고는 싶지만 공장이 싫다
1,3시간 뺑이 쳐서 무료로 주는 5성 처먹으면 니들이면 옳다구나얼씨구좋다~ 이 소리 나오겠냐???
5,흔한 오픈월드를 벗어나기 위한 다양한 도전이 있고 난 그게 마음에 들었다. 난 왜 원신을 접었을까? 를 한번 생각하고 이 게임을 하니 좋은 게임이라 생각한다.
1,전투가 심하게 재미없음 이럴거면 공장만 냅두는 편이 나았을듯?
1,지루하다. 가챠이월이 없다. 뽑을거면 돈퍼부으란 소리
5,"공장만드는 게임 공장때문에 폐사하는사람, 욕하는 사람 많은데 피자집에 와서 자기는 피자 싫어한다고 욕하는 꼴임 취향 안맞으면 조용히 가세요"
1,재미있는 소재로 스토리를 이렇게밖에 못풀어내나 몰입감 0 명방1도 스토리는 별로였는데 게임성이 좋았고 편의성 패치도 많이 되서 좋아진 반면 애는 무슨 2026년에 나온 애가 편의성이 이렇게도 없디야;; 왤케 귀찮게하는게 많아
5,게임이 할 게 너무나도 많아서 너무 즐거운 시간이었습니다. 오랜만에 진짜 게임다운 게임을 한 기분이었어요 최적화만 해도 최고였는데 이제 컨텐츠 없겠지 .. 하고 있으면 또다른 컨텐츠가 있는 걸 보고 와 .. 진짜 열심히 준비해주셨구나 라는 생각이 들었네요. 감사합니다 요즘 우울하기만 했는데 너무 재밌게 하고 있어요!!
1,게임 리소스 받다가 5기가에서 한번 팅기고 다시 0부터 시작 다시 인내심 가지고 받는데 16기가때 팅기고 0으로 시작 근데 내장데이터 확인해보니까 내장데이터 차지하는 량 17기가.. 자기가 받은 데이터를 인식을 못하는 x신 겜
5,중간에 좀 튕기는거 빼면 최적화도 잘되있고 재밌음
4,재밌는데 가챠만 좀 어케 하자. 너무 맵다
1,이거 하나 안하면 숙제 더 적은 게임5개는 더 돌릴수있음
5,호불호가 심한 게임인데 나는 호인 쪽이라 미친듯이 퍼먹었다. 그래도 이게 맞나? 싶은건 있으니깐 업데이트로 수정해다오...
1,1. BM 혜자 아님. 2. 액션겜 아님. 공장 노가다 게임임. 광고랑 너무 달라서 실망함.
5,하다보면 이게임이 다른 겜들보다 혜자라는걸 알게됨 겜창말고 적당히 느긋하게 즐기는사람한테 이만한겜 없음
2,캐릭터가 죄다 수인? 그런거임 사람이 없음 아무리 중국이 검열을 빡세게 한다지만 이건 쫌;; 명일방주는 겜태그에 동물이라도 적어놨는데 그리고 10뽑 한번에 3500은 너무한거 아니냐 공장 노가다만 시키고 전투방식도 딱히 타 서브컬쳐겜이랑 다를게 없음
5,👍👍👍👍👍
3,"공장겜에 가까운것 같습니다. 솔직히 전투는 젠존제에서 이미 먹어본 그 맛이고 차이점이라면 도대체 어떻게 한지 모를 최적화입니다. 발열빼곤 스마트폰에서 이정도로 돌아가는게 기적인 수준입니다. 전 전투를 기대했지만 공장, 제작이 더 매인인것 같아서 취향이 아니네요"
5,전작 유저로써 기대하고 있었는데 역시 기대를 저버리지 않네요. 앞으로도 꾸준히 플레이할 것 같습니다.
5,호불호 잘맞으면 이것보다 재밌을 수 없다
1,인터뷰로 전투게임이라고 하길래 했더니 전투는 노잼에 게임 중간중간 공장 퍼먹임.. 공장자체는 그냥 저냥 할만한데 흐름을 너무 끊어먹음 그리고 전봇대 까는거 너무 일하는 느낌임
3,시간좀지나고 보자
4,"오픈월드인데 오픈월드 같지가 않고, 서브컬쳐인데 서브컬쳐 같지가 않고, 공장게임인데 공장게임 같지가 않음 그래서 나도 5점 같은데 5점 같지가 않은 4점 주겠음"
5,"취향에 맞는다면 이만한 게임이 없는거 같습니다. (추천 유저) ㅡ 전작을 하셨던 독타. ㅡ 팩토리오, 타이쿤류 게임을 좋아하는 사람 ㅡ 콘솔 게임 같은 경험을 원하는 사람 (비추천 유저) ㅡ 타이쿤류 게임 싫어하는 사람. (공정과정이 거의 강제로 요구됨) ㅡ 고유명사에 대한 설명이 부족함 (전작 유저라면 어느정도 이해가능) ㅡ 멀티요소를 원하는 사람. (멀티요소는 아직까지 없음) 일단 저는 지금도 하는 전작 유저로서 재미있었습니다. 전작 인게임에서 일러스트나 텍스트로 표현되던걸 그래픽으로 볼수있어서 너무 즐거웠습니다."
5,"겁나재밌어요 너무사랑해요 하진짜개재밌어요.특히 캐들, 여캐가 넘 많긴 하지만 다 사랑스러워요.꼭하셈"
1,이렇게 가챠가 레전드로 극악인건 또 오랜만이네
2,"공장, 전력인프라 살리겠다고 전투랑 스토리를 망친건 절대 용서못함. bm도 비싸"
1,공장 때문에 스트레스 이빠이~ www~
5,이거하다가 출근 3시간 전까지 잠을 못잤어요
5,그래픽 좋음
5,공장 돌리는거 재밌음 근데 튜토 중복이 좀 많습니다
1,남캐만나옴
4,2026년 팩토리 시뮬이라고 생각하면 좀 비쌈 2026년 원신류게임이라고 생각하면 좀 복잡함 2026년 게임 치고 전투시스템은 좀 단조롭고 루즈함 PC기준 최근 게임 치고 최적화/마케팅은 잘햇음 뭔가 열심히 섞은 게임인데 각각의 단점을 상쇄하면서 상승효과를 일으키기보다 장점은 장점대로 부각되는데 단점은 또 단점대로 부각됨 호불호 쎄게 갈릴게임인건 맞는데 공장시뮬 좋아는하는데 너무 정적이라 지루할거같라서 접근못해봣던 사람들한테는 추천함
5,재밌었음. 1챕터 보스전은 진짜 재밌게 했음. bm도 비싸보이는데 명함만 할거면 싸고.. 공장도 너무 어렵지 않게 잘한거 같은데 재화 숨겨놓은게 좀 많음. 이런거 안 찾아보고 게임하는 사람들은 평생 모를거 같음.
1,몹들 개딱딱이고 가챠는 개비쌈 몹잡는데 평타 3분동얀 치는게임
5,원신이나 명조보다 즐길게 많고 알차네요. 스토리만 조금 메꿉시다.
1,스토리도 전투도 공장도 별로다 그냥 다양하고 색다르기만 함
4,안녕하세용!! 명일방주 하다가 엔드필드를 하게된 유저입니다! 레벨은 49까지 올린 상태입니다! 다름이 아니라 조금 문제가 있어 리뷰를 남기게 되었는데요!! 일단 저에게는 공장에 대한 만족은 정말 좋고 재밌습니다! 그치만 뽑기재화를 모으는 것 부터해서 스토리를 밀고 하는것이 너무 힘듬니다. 1뽑에 500이여서 뽑기할때마다 너무 버겁습니다. 많이 모을순 있지만 시간이 너무 오래걸리고 뽑기 소비재화에 비해 너무 적게 준다는 겁니다. 그래서 이부분에 대해서 고칠 필요가 있다고 생각합니다! 그래픽도 좋고 공장이라는 시스템도 좋지만 더 즐겁게 하고 싶습니다!
5,딸깍겜 천지가 된 이 시대에 등장한 반항아
5,난 좋다고생각해
5,공장 겜이다 안 맞으면 못한다 공장 겜 처음하는데 그나마 좀 돌아가는게 보이는데 3일 걸렸다 모바일 딸깍 바라고 들어오면 공장 보는 순간 접는다 거기서 그 다음을 넘어갈 수 있는 사람만 즐길 수 있다 공장과 전투의 시간을 투자하는 비율이 90:10 주말내내 시간을 투자했는데 아직도 튜토리얼 중이다 지금이 제일 쉬울 때다 앞으로 더 어려워지면 어려워지지 쉽게 만들 생각은 절대 없을 거다 더이상 다른 겜을 할 시간이 없다 뭐 다른 얘기인데 컨트롤러가 훨씬 재밌다 듀얼 센스 사자 원래 플스5에 들어가는 게임이라 햅틱 진동이 맛깔나게 되어 있다
5,진짜 앱 사용댓글에 사용시간이든 계정레벨이든 나오게 해야함 비추하는사람들 쓴거보면 안한티 너무나고 가차? 굳이 돈안써도 재밌어보이는 캐릭 조합으로도 전투할만함 뭐 스토리가 이상하다고?? 스킵충들 아니야? 우리 타타가 얼마나 귀여웠는데...로봇. 좋다. 건배.. 공장스템도 해본사람이라면 이야! 유치원생도 알수있다!공장가이드! 급으로 설명해주는데 비추하는사람들 대부분 보면 그냥 초반 사료 안퍼줫다고 욕하는 느낌들임
5,씹덕 공장겜 갓벽하다
5,bm 빼고 다 만족
5,호불호가 있을거라구 생각해용~~ 저의 경우는 공장 실제로 직접 설계 해보니 너무재밌어서 정착하게됐네용ㅎㅎ 전투도 연계스킬 잘 이어지게 파티짜면 재밌더라구용 진짜 오픈월드에서 생산해서 살아남기 느낌이라 그런거 좋아하시는분들께 추천입니당~~
1,처음: 오...그래픽 미쳤네? 초반: 왜 갑자기 공장..? 지금: 접을까...?
1,음.. 1점이요!😅
1,발열이 심하고 게임이 걍 구려요 개노잼 bm은 드럽게 매움 ㅇㅇ 하지마세요
